Year,Month,Day,Hour,Minute,Temperature,GHI,Relative Humidity,Wind Speed,Dew Point,region,EL
2012,1,1,1,30,8.4,0,60.75,5.4,1.3,NORTH_C,8648.989316
2012,1,1,2,30,6.9,0,62.5,4.9,0.2,NORTH_C,8553.212708
2012,1,1,3,30,5.8,0,67.57,4.1,0.3,NORTH_C,8461.317967
2012,1,1,4,30,4.9,0,73.27,3.5,0.5,NORTH_C,8438.693857
2012,1,1,5,30,4.1,0,78.45,3.1,0.7,NORTH_C,8565.433348
2012,1,1,6,30,3.6,0,81.39,3,0.7,NORTH_C,8880.412604
2012,1,1,7,30,4.4,0,76.33,3.5,0.6,NORTH_C,9360.457402
2012,1,1,8,30,6.9,166,64.4,4.2,0.6,NORTH_C,9763.555428
2012,1,1,9,30,9.8,353,51.52,4.8,0.3,NORTH_C,10033.06879
2012,1,1,10,30,11.9,507,42.32,5,-0.5,NORTH_C,10136.02288
2012,1,1,11,30,13.3,607,38.52,4.7,-0.5,NORTH_C,10026.32746
2012,1,1,12,30,14.3,643,36,4.6,-0.6,NORTH_C,9879.117595
2012,1,1,13,30,14.7,612,34.57,4.6,-0.8,NORTH_C,9714.901806
2012,1,1,14,30,14.6,516,34.03,4.6,-1.1,NORTH_C,9541.329021
2012,1,1,15,30,13.6,366,35.74,3.9,-1.3,NORTH_C,9320.712487
2012,1,1,16,30,10.7,179,46.74,2.7,-0.2,NORTH_C,9197.464171
2012,1,1,17,30,7.8,0,63.29,2.1,1.3,NORTH_C,9300.79008
2012,1,1,18,30,6.7,0,66.68,2.3,0.9,NORTH_C,10082.08118
2012,1,1,19,30,6,0,68.55,2.4,0.6,NORTH_C,11154.34207
2012,1,1,20,30,5.3,0,70.98,2.4,0.5,NORTH_C,11328.22845
2012,1,1,21,30,4.8,0,72.23,2.6,0.2,NORTH_C,11334.33007
2012,1,1,22,30,4.3,0,73.29,2.7,-0.1,NORTH_C,11305.30336
2012,1,1,23,30,3.7,0,74.96,2.9,-0.3,NORTH_C,10985.79924
2012,1,2,0,30,3.1,0,76.68,3,-0.6,NORTH_C,10523.9918
2012,1,2,1,30,2.5,0,78.23,2.9,-0.9,NORTH_C,10208.83537
2012,1,2,2,30,1.8,0,80.25,2.8,-1.2,NORTH_C,10132.81726
2012,1,2,3,30,1.3,0,81.11,2.6,-1.6,NORTH_C,10189.42562
2012,1,2,4,30,1,0,80.9,2.6,-1.9,NORTH_C,10389.67748
2012,1,2,5,30,0.7,0,80.81,2.7,-2.2,NORTH_C,10777.37729
2012,1,2,6,30,0.4,0,81.21,2.6,-2.4,NORTH_C,11494.27355
2012,1,2,7,30,1.3,0,75.53,3.1,-2.6,NORTH_C,12431.20153
2012,1,2,8,30,3.8,162,64.27,3.5,-2.3,NORTH_C,12985.79712
2012,1,2,9,30,7.1,349,53.15,4,-1.8,NORTH_C,12997.39981
2012,1,2,10,30,9.8,503,37.55,4.5,-4,NORTH_C,12844.31597
2012,1,2,11,30,11.1,608,34.21,4.3,-4.1,NORTH_C,12728.59004
2012,1,2,12,30,12,645,32.67,4.1,-3.9,NORTH_C,12320.61682
2012,1,2,13,30,12.5,614,31.62,3.8,-3.9,NORTH_C,11908.82503
2012,1,2,14,30,12.5,519,31.77,3.7,-3.9,NORTH_C,11440.60166
2012,1,2,15,30,11.6,366,33.75,3.1,-3.8,NORTH_C,11005.85768
2012,1,2,16,30,8.5,179,47.92,2,-1.9,NORTH_C,10804.51003
2012,1,2,17,30,5.5,0,67.27,1.5,-0.1,NORTH_C,10922.58632
2012,1,2,18,30,4.4,0,69.02,1.4,-0.8,NORTH_C,11937.28164
2012,1,2,19,30,4,0,68.66,1.3,-1.2,NORTH_C,13178.4881
2012,1,2,20,30,3.9,0,66.11,1.3,-1.9,NORTH_C,13449.02897
2012,1,2,21,30,4,0,62.18,1.2,-2.6,NORTH_C,13515.27207
2012,1,2,22,30,4.1,0,58.49,1.1,-3.3,NORTH_C,13356.98956
2012,1,2,23,30,4.3,0,54.51,0.8,-4.1,NORTH_C,12727.89575
2012,1,3,0,30,4,0,53.32,0.6,-4.6,NORTH_C,12110.2643
2012,1,3,1,30,3.1,0,55.93,0.7,-4.9,NORTH_C,11783.09844
2012,1,3,2,30,2.2,0,59.68,0.8,-4.8,NORTH_C,11783.92773
2012,1,3,3,30,1.5,0,62.61,0.9,-4.9,NORTH_C,11929.3759
2012,1,3,4,30,0.9,0,65.15,1,-4.9,NORTH_C,12228.02241
2012,1,3,5,30,0.3,0,67.94,1,-4.9,NORTH_C,12787.98619
2012,1,3,6,30,-0.2,0,70.48,1.1,-4.9,NORTH_C,13958.99275
2012,1,3,7,30,0.9,0,66.57,1.3,-4.6,NORTH_C,15677.67096
2012,1,3,8,30,3.6,161,63.45,1.9,-2.7,NORTH_C,16325.92873
2012,1,3,9,30,6.8,349,49.02,2.8,-3.2,NORTH_C,15495.79121
2012,1,3,10,30,10,503,36.9,3.6,-4.1,NORTH_C,14522.11305
2012,1,3,11,30,12.1,601,31.75,3.9,-4.2,NORTH_C,13768.97689
2012,1,3,12,30,13.4,639,31.17,4.2,-3.3,NORTH_C,13063.24781
2012,1,3,13,30,14.3,609,30.9,4.4,-2.7,NORTH_C,12488.48306
2012,1,3,14,30,14.4,515,31.7,4.6,-2.2,NORTH_C,11980.68395
2012,1,3,15,30,13.5,364,34.52,4.2,-1.9,NORTH_C,11544.48816
2012,1,3,16,30,11,178,44.31,3.3,-0.7,NORTH_C,11252.87855
2012,1,3,17,30,8.7,14,54.24,3.3,0,NORTH_C,11317.92363
2012,1,3,18,30,7.9,0,56.19,3.8,-0.3,NORTH_C,12167.33927
2012,1,3,19,30,7.1,0,59.16,3.9,-0.3,NORTH_C,13286.20192
2012,1,3,20,30,6.1,0,63.55,3.7,-0.3,NORTH_C,13389.05624
2012,1,3,21,30,5.2,0,68.35,3.6,-0.2,NORTH_C,13347.63916
2012,1,3,22,30,4.4,0,72.75,3.4,-0.1,NORTH_C,12969.32676
2012,1,3,23,30,3.7,0,77.1,3.1,0.1,NORTH_C,12081.30479
2012,1,4,0,30,3.2,0,80.66,2.9,0.2,NORTH_C,11192.6421
2012,1,4,1,30,2.8,0,84.27,2.8,0.4,NORTH_C,10853.34294
2012,1,4,2,30,2.4,0,88.51,2.5,0.7,NORTH_C,10650.90501
2012,1,4,3,30,2,0,93.08,2.1,1,NORTH_C,10604.03495
2012,1,4,4,30,1.7,0,96.78,1.7,1.2,NORTH_C,10792.37023
2012,1,4,5,30,1.6,0,98.8,1.5,1.4,NORTH_C,11248.69445
2012,1,4,6,30,1.7,0,98.38,1.3,1.5,NORTH_C,12298.90381
2012,1,4,7,30,3.1,0,88.9,1.5,1.4,NORTH_C,13955.30833
2012,1,4,8,30,5.6,120,76.08,1.8,1.7,NORTH_C,14573.84015
2012,1,4,9,30,8.5,238,63.36,1.7,1.9,NORTH_C,14017.86264
2012,1,4,10,30,11.5,389,51.5,1.7,1.8,NORTH_C,13480.2423
2012,1,4,11,30,13.9,498,43.6,1.7,1.7,NORTH_C,12907.99601
2012,1,4,12,30,15.7,492,39.64,1.7,2,NORTH_C,12321.61648
2012,1,4,13,30,16.6,509,38.75,1.6,2.5,NORTH_C,11859.54909
2012,1,4,14,30,16.5,434,40.22,1.3,2.9,NORTH_C,11468.99347
2012,1,4,15,30,15.3,355,47.94,1,4.3,NORTH_C,11087.6146
2012,1,4,16,30,12.5,111,73.01,1,7.8,NORTH_C,10776.30329
2012,1,4,17,30,9.7,14,74.94,1.3,5.5,NORTH_C,10822.95125
2012,1,4,18,30,8.2,0,76.51,1.5,4.3,NORTH_C,11523.45084
2012,1,4,19,30,7.4,0,78.68,1.5,3.9,NORTH_C,12546.06454
2012,1,4,20,30,6.7,0,80.93,1.5,3.7,NORTH_C,12692.73072
2012,1,4,21,30,6.1,0,82.85,1.4,3.4,NORTH_C,12699.10521
2012,1,4,22,30,5.5,0,84.86,1.3,3.2,NORTH_C,12448.50657
2012,1,4,23,30,4.9,0,87.35,1.3,3,NORTH_C,11779.19494
2012,1,5,0,30,4.3,0,90.9,1.3,2.9,NORTH_C,11040.8524
2012,1,5,1,30,3.8,0,94.16,1.3,2.9,NORTH_C,10728.40241
2012,1,5,2,30,3.3,0,97.81,1.3,3,NORTH_C,10653.83993
2012,1,5,3,30,3,0,99.92,1.2,3,NORTH_C,10725.79259
2012,1,5,4,30,2.9,0,100,1.2,2.9,NORTH_C,10972.31119
2012,1,5,5,30,3,0,99.27,1.2,2.9,NORTH_C,11554.35428
2012,1,5,6,30,3.2,0,97.29,1.1,2.8,NORTH_C,12776.79325
2012,1,5,7,30,4.7,0,86.85,1.1,2.7,NORTH_C,14591.29402
2012,1,5,8,30,7.4,156,76.43,1.4,3.5,NORTH_C,15225.01387
2012,1,5,9,30,10.4,339,62.43,1.4,3.5,NORTH_C,14379.97311
2012,1,5,10,30,14.1,492,52.64,1.6,4.6,NORTH_C,13449.80449
2012,1,5,11,30,16.7,589,42.84,2.2,4,NORTH_C,12667.49919
2012,1,5,12,30,18,627,40.33,2.4,4.3,NORTH_C,12010.01449
2012,1,5,13,30,18.7,592,40.03,2.5,4.8,NORTH_C,11466.20402
2012,1,5,14,30,18.9,495,41.12,2.1,5.4,NORTH_C,11078.47699
2012,1,5,15,30,18,348,46.13,1.2,6.2,NORTH_C,10724.44569
2012,1,5,16,30,16.3,169,68.01,0.7,10.4,NORTH_C,10509.40276
2012,1,5,17,30,14.6,13,58.95,0.9,6.7,NORTH_C,10467.62801
2012,1,5,18,30,12.9,0,64.99,1.2,6.5,NORTH_C,10958.63554
2012,1,5,19,30,11.3,0,74.95,1.4,7,NORTH_C,11866.0424
2012,1,5,20,30,10.4,0,83.27,1.5,7.7,NORTH_C,11981.73286
2012,1,5,21,30,10.2,0,89.78,1.8,8.6,NORTH_C,11937.30002
2012,1,5,22,30,10.2,0,96.54,2.1,9.7,NORTH_C,11568.18092
2012,1,5,23,30,10.2,0,100,2.4,10.2,NORTH_C,10803.9158
2012,1,6,0,30,10.1,0,100,2.5,10.1,NORTH_C,10069.2633
2012,1,6,1,30,9.9,0,100,2.5,9.9,NORTH_C,9598.133745
2012,1,6,2,30,9.8,0,100,2.4,9.8,NORTH_C,9311.573136
2012,1,6,3,30,9.6,0,100,2.3,9.6,NORTH_C,9221.471053
2012,1,6,4,30,9.3,0,100,2.1,9.3,NORTH_C,9330.783644
2012,1,6,5,30,8.9,0,100,2,8.9,NORTH_C,9659.143781
2012,1,6,6,30,8.7,0,100,2,8.7,NORTH_C,10512.4479
2012,1,6,7,30,9.9,0,100,2.6,9.9,NORTH_C,11989.9925
2012,1,6,8,30,12.5,112,88,3.2,10.6,NORTH_C,12608.08245
2012,1,6,9,30,15.4,291,75.12,3.7,11,NORTH_C,12061.8699
2012,1,6,10,30,18.3,394,61.1,4.6,10.7,NORTH_C,11656.64075
2012,1,6,11,30,20.3,481,49.41,5.1,9.4,NORTH_C,11371.53624
2012,1,6,12,30,21.6,618,42.67,5.5,8.4,NORTH_C,11002.24206
2012,1,6,13,30,22.2,590,39.87,5.7,7.9,NORTH_C,10803.01791
2012,1,6,14,30,22,499,40.19,5.6,7.8,NORTH_C,10647.39065
2012,1,6,15,30,20.8,356,44.66,4.9,8.3,NORTH_C,10438.98776
2012,1,6,16,30,18.3,177,55.43,3.9,9.2,NORTH_C,10244.01627
2012,1,6,17,30,16,16,66.17,3.4,9.7,NORTH_C,10145.88033
2012,1,6,18,30,15,0,72.56,3.4,10.1,NORTH_C,10361.69541
2012,1,6,19,30,14.3,0,78.15,3.3,10.5,NORTH_C,10948.58655
2012,1,6,20,30,13.6,0,83.32,3.3,10.8,NORTH_C,10790.07223
2012,1,6,21,30,13.1,0,87.08,3.5,11,NORTH_C,10553.74361
2012,1,6,22,30,12.5,0,91.54,3.6,11.2,NORTH_C,10270.5894
2012,1,6,23,30,11.6,0,97.91,3.4,11.3,NORTH_C,9782.15512
2012,1,7,0,30,10.7,0,100,3,10.7,NORTH_C,9136.2078
2012,1,7,1,30,10,0,100,2.7,10,NORTH_C,8580.259903
2012,1,7,2,30,9.1,0,100,2.4,9.1,NORTH_C,8259.098951
2012,1,7,3,30,8.2,0,100,2,8.2,NORTH_C,8062.492388
2012,1,7,4,30,7.4,0,100,1.9,7.4,NORTH_C,8044.295085
2012,1,7,5,30,6.5,0,98.44,1.9,6.3,NORTH_C,8223.163015
2012,1,7,6,30,5.9,0,93.89,2.2,5,NORTH_C,8687.150711
2012,1,7,7,30,6.4,0,85.04,2.9,4.1,NORTH_C,9382.808106
2012,1,7,8,30,8.3,154,72.92,3.6,3.7,NORTH_C,10044.24855
2012,1,7,9,30,10.6,339,64.02,3.5,4.1,NORTH_C,10552.09775
2012,1,7,10,30,12.7,493,59.51,3.4,5,NORTH_C,11018.20455
2012,1,7,11,30,14.4,595,56.88,3.3,6,NORTH_C,11167.59366
2012,1,7,12,30,15.7,633,54.93,3.1,6.7,NORTH_C,11048.27011
2012,1,7,13,30,16.5,603,53.89,2.8,7.1,NORTH_C,10744.06587
2012,1,7,14,30,16.6,511,54.38,2.5,7.4,NORTH_C,10339.31251
2012,1,7,15,30,15.9,364,56.97,1.8,7.4,NORTH_C,10019.41819
2012,1,7,16,30,13.6,182,73.68,1.2,9,NORTH_C,9846.024414
2012,1,7,17,30,11.4,17,80.39,1.1,8.1,NORTH_C,9870.123391
2012,1,7,18,30,10.2,0,81.62,1.1,7.2,NORTH_C,10465.30666
2012,1,7,19,30,9.2,0,86.42,1.1,7.1,NORTH_C,11147.06909
2012,1,7,20,30,8.6,0,89.87,1.1,7,NORTH_C,11136.62103
2012,1,7,21,30,8.2,0,92.96,1.1,7.1,NORTH_C,11043.7147
2012,1,7,22,30,8,0,94.7,1,7.2,NORTH_C,10839.5082
2012,1,7,23,30,8.3,0,93.16,0.8,7.3,NORTH_C,10418.20829
2012,1,8,0,30,8.6,0,91.61,0.6,7.3,NORTH_C,9928.4071
2012,1,8,1,30,8.5,0,92.32,0.5,7.3,NORTH_C,9450.105556
2012,1,8,2,30,8.3,0,93.68,0.5,7.3,NORTH_C,9180.173997
2012,1,8,3,30,8,0,95.67,0.5,7.4,NORTH_C,9064.34978
2012,1,8,4,30,7.6,0,98.09,0.6,7.3,NORTH_C,9129.837096
2012,1,8,5,30,7.1,0,100,0.7,7.1,NORTH_C,9285.131121
2012,1,8,6,30,6.8,0,100,0.7,6.8,NORTH_C,9652.889965
2012,1,8,7,30,7.5,0,96.58,1.3,7,NORTH_C,10196.63962
2012,1,8,8,30,9.2,88,86.6,1.9,7.1,NORTH_C,10722.18635
2012,1,8,9,30,11.6,176,75.63,2,7.4,NORTH_C,11104.7194
2012,1,8,10,30,14,286,65.89,1.9,7.7,NORTH_C,11255.83628
2012,1,8,11,30,15.2,272,61.84,1.8,7.9,NORTH_C,11075.35686
2012,1,8,12,30,15.5,191,61.99,1.7,8.2,NORTH_C,10797.96751
2012,1,8,13,30,15.4,130,63.95,1.7,8.6,NORTH_C,10615.27329
2012,1,8,14,30,14.9,316,67.61,1.8,9,NORTH_C,10415.41227
2012,1,8,15,30,14.1,190,73.01,1.9,9.3,NORTH_C,10156.19786
2012,1,8,16,30,13,112,81.83,1.9,10,NORTH_C,10125.81743
2012,1,8,17,30,12.2,7,85.02,2.4,9.8,NORTH_C,10279.97999
2012,1,8,18,30,11.8,0,86.47,2.8,9.6,NORTH_C,11008.26901
2012,1,8,19,30,11.5,0,89.4,3,9.8,NORTH_C,11641.65171
2012,1,8,20,30,11.3,0,92,3.1,10,NORTH_C,11615.15258
2012,1,8,21,30,11.1,0,94.03,3.1,10.2,NORTH_C,11399.29722
2012,1,8,22,30,10.9,0,95.41,2.9,10.2,NORTH_C,10942.36566
2012,1,8,23,30,10.6,0,96.79,2.8,10.1,NORTH_C,10231.26835
2012,1,9,0,30,10.4,0,96.73,2.6,9.9,NORTH_C,9490.2515
2012,1,9,1,30,10.1,0,96.95,2.8,9.6,NORTH_C,9115.56817
2012,1,9,2,30,9.9,0,96.42,3.6,9.4,NORTH_C,8957.876145
2012,1,9,3,30,9.4,0,96.77,4.5,8.9,NORTH_C,9020.588747
2012,1,9,4,30,9,0,96.03,5.3,8.4,NORTH_C,9182.710795
2012,1,9,5,30,8.7,0,94.79,5.6,7.9,NORTH_C,9656.600951
2012,1,9,6,30,8.5,0,94.41,5.7,7.7,NORTH_C,10711.1999
2012,1,9,7,30,8.8,0,92.74,5.4,7.7,NORTH_C,12330.73796
2012,1,9,8,30,9.5,20,90.69,5.3,8.1,NORTH_C,13123.10401
2012,1,9,9,30,10.2,15,88.69,5.6,8.4,NORTH_C,13071.31552
2012,1,9,10,30,10.5,26,87.88,6.4,8.6,NORTH_C,13177.25067
2012,1,9,11,30,10.3,55,88.28,7,8.4,NORTH_C,13373.74995
2012,1,9,12,30,9.8,15,87.89,7,7.9,NORTH_C,13591.29941
2012,1,9,13,30,9.6,101,87.05,7.2,7.5,NORTH_C,13643.59303
2012,1,9,14,30,9.6,97,86.03,6.9,7.4,NORTH_C,13699.30608
2012,1,9,15,30,9.5,13,86.61,6,7.4,NORTH_C,13545.55293
2012,1,9,16,30,9,6,90.37,4.9,7.5,NORTH_C,13258.83613
2012,1,9,17,30,8.5,18,93.47,4.3,7.5,NORTH_C,13356.63295
2012,1,9,18,30,8.3,0,93.93,4.1,7.4,NORTH_C,14025.6783
2012,1,9,19,30,8.2,0,93.59,3.9,7.2,NORTH_C,14568.01033
2012,1,9,20,30,8,0,94.02,3.8,7.1,NORTH_C,14326.16537
2012,1,9,21,30,7.6,0,94.52,3.9,6.8,NORTH_C,13981.27188
2012,1,9,22,30,7.1,0,94.59,3.9,6.3,NORTH_C,13343.07392
2012,1,9,23,30,6.5,0,94.69,4,5.7,NORTH_C,12304.03728
2012,1,10,0,30,6.1,0,93.75,4.2,5.2,NORTH_C,11445.7928
2012,1,10,1,30,5.7,0,92.87,4.4,4.6,NORTH_C,10814.01515
2012,1,10,2,30,5.3,0,91.87,4.3,4.1,NORTH_C,10482.49964
2012,1,10,3,30,5,0,90.69,3.9,3.6,NORTH_C,10398.47888
2012,1,10,4,30,4.5,0,91.75,3.6,3.3,NORTH_C,10462.48439
2012,1,10,5,30,4,0,92.67,3.4,2.9,NORTH_C,10939.87859
2012,1,10,6,30,3.4,0,93.75,3.5,2.5,NORTH_C,11953.09522
2012,1,10,7,30,3.7,0,89.21,4,2.1,NORTH_C,13566.82817
2012,1,10,8,30,5.2,26,81.09,4.9,2.2,NORTH_C,14338.72312
2012,1,10,9,30,7.2,87,72.63,5.6,2.6,NORTH_C,14004.0304
2012,1,10,10,30,9,190,66.18,5.7,3,NORTH_C,13970.70619
2012,1,10,11,30,10.4,276,62.09,5.6,3.4,NORTH_C,14060.10324
2012,1,10,12,30,10.9,146,61.8,5.8,3.9,NORTH_C,14000.51272
2012,1,10,13,30,10.7,163,62.81,6,3.9,NORTH_C,13869.75179
2012,1,10,14,30,10.4,111,64.13,5.9,3.9,NORTH_C,13771.29455
2012,1,10,15,30,9.9,119,66.09,5.3,3.9,NORTH_C,13612.87541
2012,1,10,16,30,8.6,69,72.31,3.9,3.9,NORTH_C,13477.31575
2012,1,10,17,30,6.8,9,82.59,2.6,4,NORTH_C,13568.6
2012,1,10,18,30,5.7,0,88.39,2,3.9,NORTH_C,14100.19163
2012,1,10,19,30,5.4,0,89.2,2,3.8,NORTH_C,14684.68884
2012,1,10,20,30,5.4,0,87.73,2,3.5,NORTH_C,14486.76301
2012,1,10,21,30,5.5,0,86.09,2.1,3.4,NORTH_C,14194.60973
2012,1,10,22,30,5.3,0,86.08,2.1,3.2,NORTH_C,13584.28968
2012,1,10,23,30,4.7,0,88.2,1.9,2.9,NORTH_C,12589.53317
2012,1,11,0,30,3.9,0,90.19,1.8,2.4,NORTH_C,11713.881
2012,1,11,1,30,3.2,0,92.27,1.8,2.1,NORTH_C,11168.58474
2012,1,11,2,30,2.7,0,93.58,1.8,1.8,NORTH_C,11007.77415
2012,1,11,3,30,2.1,0,95.56,1.9,1.5,NORTH_C,11060.31998
2012,1,11,4,30,1.6,0,97.18,1.9,1.2,NORTH_C,11322.2503
2012,1,11,5,30,1.3,0,97.89,1.9,1,NORTH_C,11840.76527
2012,1,11,6,30,1.2,0,97.57,1.9,0.9,NORTH_C,13027.97197
2012,1,11,7,30,2.7,0,87.29,2.5,0.8,NORTH_C,14816.72641
2012,1,11,8,30,5.6,162,74.09,2.7,1.3,NORTH_C,15417.00503
2012,1,11,9,30,9.1,349,63.14,2.4,2.5,NORTH_C,14496.01324
2012,1,11,10,30,13.2,506,55.14,2.8,4.4,NORTH_C,13519.69939
2012,1,11,11,30,16.8,610,46.2,3.4,5.2,NORTH_C,12786.10373
2012,1,11,12,30,19.2,651,41.88,4,5.9,NORTH_C,12142.33847
2012,1,11,13,30,20.6,621,39.47,4.4,6.3,NORTH_C,11632.53416
2012,1,11,14,30,21.1,530,39.16,4,6.7,NORTH_C,11228.35765
2012,1,11,15,30,19.7,296,48.51,3,8.5,NORTH_C,10883.92729
2012,1,11,16,30,16.6,195,65.82,2.6,10.2,NORTH_C,10677.36869
2012,1,11,17,30,14.2,23,66.94,3.3,8.1,NORTH_C,10699.31909
2012,1,11,18,30,12.9,0,65.97,4.8,6.7,NORTH_C,11172.52207
2012,1,11,19,30,11.3,0,67.6,6.3,5.5,NORTH_C,12140.76129
2012,1,11,20,30,9.6,0,71.7,7.6,4.7,NORTH_C,12305.95011
2012,1,11,21,30,8,0,74.08,7.9,3.7,NORTH_C,12512.65937
2012,1,11,22,30,6.6,0,74.56,7.5,2.4,NORTH_C,12416.60883
2012,1,11,23,30,5.3,0,75.34,7.5,1.3,NORTH_C,11854.53031
2012,1,12,0,30,3.9,0,76.12,7.4,0.1,NORTH_C,11243.4523
2012,1,12,1,30,2.8,0,76.33,7.3,-1,NORTH_C,11136.07615
2012,1,12,2,30,2.1,0,73.56,7.3,-2.1,NORTH_C,11359.73866
2012,1,12,3,30,1.4,0,69.64,7,-3.5,NORTH_C,11695.1215
2012,1,12,4,30,0.9,0,64.16,6.6,-5.1,NORTH_C,12156.86843
2012,1,12,5,30,0.4,0,59.76,6.1,-6.5,NORTH_C,12872.32574
2012,1,12,6,30,-0.1,0,57.03,5.5,-7.6,NORTH_C,14259.58677
2012,1,12,7,30,0.2,0,53.32,5.2,-8.2,NORTH_C,16174.02268
2012,1,12,8,30,1.5,125,46.96,5.6,-8.6,NORTH_C,16970.97862
2012,1,12,9,30,2.8,368,34.89,6.2,-11.2,NORTH_C,16305.89141
2012,1,12,10,30,4,530,28,6.3,-12.9,NORTH_C,15884.37364
2012,1,12,11,30,5.2,637,24.64,6.3,-13.4,NORTH_C,15602.19048
2012,1,12,12,30,6,681,23.64,6.2,-13.3,NORTH_C,15155.00359
2012,1,12,13,30,6.3,493,24.29,6.1,-12.7,NORTH_C,14706.51006
2012,1,12,14,30,6.1,412,25.88,5.7,-12.1,NORTH_C,14360.08438
2012,1,12,15,30,5.5,367,28.4,5.1,-11.4,NORTH_C,13933.13603
2012,1,12,16,30,4.3,214,33.51,3.8,-10.4,NORTH_C,13751.42432
2012,1,12,17,30,2.5,20,46.93,2.3,-7.7,NORTH_C,13936.07266
2012,1,12,18,30,1,0,62.51,1.5,-5.4,NORTH_C,14932.03779
2012,1,12,19,30,0.4,0,67.2,1.2,-5,NORTH_C,16122.01034
2012,1,12,20,30,0.1,0,65.46,1.2,-5.6,NORTH_C,16330.17132
2012,1,12,21,30,-0.5,0,66.54,1.3,-6,NORTH_C,16490.44756
2012,1,12,22,30,-1.2,0,68.39,1.3,-6.3,NORTH_C,16200.15253
2012,1,12,23,30,-1.6,0,69.38,1.4,-6.5,NORTH_C,15367.63978
2012,1,13,0,30,-1.1,0,68.45,1.4,-6.2,NORTH_C,14578.6758
2012,1,13,1,30,-0.5,0,69.94,1.4,-5.3,NORTH_C,14073.66118
2012,1,13,2,30,-0.6,0,72.58,1.3,-4.9,NORTH_C,13912.80479
2012,1,13,3,30,-1,0,74.68,1.3,-4.9,NORTH_C,13830.62557
2012,1,13,4,30,-1.5,0,77.2,1.2,-5,NORTH_C,13863.99885
2012,1,13,5,30,-1.9,0,79.23,1.2,-5,NORTH_C,14202.29468
2012,1,13,6,30,-1.9,0,79.04,1.2,-5.1,NORTH_C,15158.79104
2012,1,13,7,30,-0.5,0,75.4,1.5,-4.3,NORTH_C,16717.91327
2012,1,13,8,30,1.7,100,67.02,1.6,-3.8,NORTH_C,17327.31734
2012,1,13,9,30,4.1,162,59.71,1.2,-3,NORTH_C,16531.71147
2012,1,13,10,30,7.1,398,47.9,1.4,-3.2,NORTH_C,15614.49967
2012,1,13,11,30,10.1,622,36.39,2.1,-4.2,NORTH_C,14574.39343
2012,1,13,12,30,12.4,664,28.05,2.4,-5.6,NORTH_C,13489.98442
2012,1,13,13,30,13.3,643,26.5,2.5,-5.6,NORTH_C,12720.88152
2012,1,13,14,30,13.4,551,27.54,2.5,-5,NORTH_C,12094.02894
2012,1,13,15,30,12.4,401,30.3,1.8,-4.6,NORTH_C,11533.22812
2012,1,13,16,30,9.3,212,57.5,1.2,1.3,NORTH_C,11181.09089
2012,1,13,17,30,6.3,29,63.47,1.4,-0.1,NORTH_C,11065.39818
2012,1,13,18,30,4.8,0,63.81,1.5,-1.5,NORTH_C,11641.69019
2012,1,13,19,30,4,0,65.42,1.7,-1.9,NORTH_C,12711.33093
2012,1,13,20,30,3.6,0,64.79,2.1,-2.4,NORTH_C,12896.90243
2012,1,13,21,30,3.3,0,63.8,2.5,-2.9,NORTH_C,13004.14262
2012,1,13,22,30,3,0,63.79,2.9,-3.2,NORTH_C,12894.42854
2012,1,13,23,30,2.4,0,66.49,3.1,-3.2,NORTH_C,12534.38533
2012,1,14,0,30,1.8,0,70.27,3,-3,NORTH_C,12051.0119
2012,1,14,1,30,1.3,0,73.66,3,-2.9,NORTH_C,11674.93198
2012,1,14,2,30,0.9,0,76.81,3,-2.7,NORTH_C,11451.95995
2012,1,14,3,30,0.5,0,80.16,2.7,-2.5,NORTH_C,11450.66617
2012,1,14,4,30,0.1,0,83.06,2.5,-2.4,NORTH_C,11619.24607
2012,1,14,5,30,-0.2,0,84.63,2.3,-2.5,NORTH_C,11916.65043
2012,1,14,6,30,-0.3,0,84.3,2.2,-2.6,NORTH_C,12443.50925
2012,1,14,7,30,1.2,0,75.47,2.8,-2.7,NORTH_C,13212.57496
2012,1,14,8,30,4.3,170,62.85,3.2,-2.2,NORTH_C,13815.12752
2012,1,14,9,30,8,366,52.29,2.9,-1.2,NORTH_C,13774.42287
2012,1,14,10,30,12.5,528,44.2,3.1,0.6,NORTH_C,13199.13023
2012,1,14,11,30,16,631,35.01,3.6,0.5,NORTH_C,12475.57605
2012,1,14,12,30,17.6,674,30.51,3.6,0,NORTH_C,11642.21974
2012,1,14,13,30,18.4,649,29.26,3.3,0.2,NORTH_C,10822.39865
2012,1,14,14,30,18.3,557,30.08,2.8,0.5,NORTH_C,10207.87382
2012,1,14,15,30,16.8,408,36.93,1.8,2,NORTH_C,9782.245715
2012,1,14,16,30,13.2,219,70.65,1.3,8,NORTH_C,9536.824632
2012,1,14,17,30,9.8,33,68.57,1.6,4.3,NORTH_C,9501.649555
2012,1,14,18,30,8.3,0,69.53,1.8,3.1,NORTH_C,9937.719136
2012,1,14,19,30,7.6,0,70.85,2.1,2.6,NORTH_C,10809.27814
2012,1,14,20,30,7,0,71.99,2.3,2.3,NORTH_C,10921.05669
2012,1,14,21,30,6.3,0,74.12,2.5,2,NORTH_C,10965.39203
2012,1,14,22,30,5.6,0,76.71,2.7,1.8,NORTH_C,10930.20641
2012,1,14,23,30,4.7,0,80.41,2.7,1.6,NORTH_C,10663.76986
